nct_id,title,status,phase,study_type,conditions,lead_sponsor,start_date,completion_date,enrollment_count,sponsor_class,num_sites,fda_regulated_drug,minimum_age,maximum_age,accepts_healthy,sex,num_collaborators
NCT00886535,An Observational Trial of the Effect of Pharmacogenomics Differences in Phase I and II Metabolism of Tamoxifen on Efficacy and Toxicity,COMPLETED,,OBSERVATIONAL,"Breast Cancer, Ductal Carcinoma in Situ",Milton S. Hershey Medical Center,2010-02,2017-07-27,41.0,OTHER,1,,18 Years,,False,FEMALE,0
NCT00965276,Levels of Phosphorylated AKT in Patients With Node-Positive Breast Cancer: Correlation With Disease-Free and Overall Survival,COMPLETED,,OBSERVATIONAL,Breast Cancer,National Cancer Institute (NCI),2004-01-13,2010-12-14,2500.0,NIH,1,,,,False,ALL,0
NCT07423117,"A Phase 1a/b, Open-label, Multicenter, First-in-human, Dose Escalation/Expansion Study With Multiple Cohorts to Evaluate the Safety, Tolerability, Pharmacokinetics and Preliminary Anti-tumor Efficacy of ITC-6146RO in Patients With Advanced or Metastatic Cancer Who Have Failed Standard Therapy",NOT_YET_RECRUITING,PHASE1,INTERVENTIONAL,"Metastatic Castration-resistant Prostate Cancer, Non-small Cell Lung Cancer, Triple Negative Breast Cancer, Metastatic Solid Tumor","IntoCell, Inc",2026-02-06,2029-12-31,102.0,INDUSTRY,0,True,18 Years,,False,ALL,0
NCT06714617,"A Phase 1 Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of BL-M17D1 in Subjects With HER2-Expressing or HER2-Mutant Advanced or Metastatic Solid Tumors",ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,"Breast Cancer Stage III, HER2-positive Metastatic Breast Cancer, Unresectable Breast Carcinoma, Her2-Positive, HER2 Gene Mutation, Gastroesophageal-junction Cancer, Non Small Cell Lung Cancer, Endometrial Neoplasms, Peritoneal Cancer, Fallopian Tube Cancer, Ovarian Cancer, Urothelial Carcinoma Bladder, Solid Tumor, Adult, Gastric Cancer",SystImmune Inc.,2025-04-10,2027-12-01,120.0,INDUSTRY,9,True,18 Years,,False,ALL,0
NCT02109068,"Lifestyle, Exercise and Nutrition (LEAN) Study 1",COMPLETED,PHASE3,INTERVENTIONAL,"Breast Cancer, Weight Loss",Yale University,2011-01,2014-01,100.0,OTHER,1,,18 Years,75 Years,False,FEMALE,0
NCT01622868,Phase II Randomized Study of Whole Brain Radiotherapy/Stereotactic Radiosurgery in Combination With Concurrent Lapatinib in Patients With Brain Metastasis From HER2-Positive Breast Cancer - A Collaborative Study of NRG Oncology and KROG,COMPLETED,PHASE2,INTERVENTIONAL,"HER2-Positive Breast Carcinoma, Invasive Breast Carcinoma, Metastatic Malignant Neoplasm in the Brain, Recurrent Breast Carcinoma, Stage IV Breast Cancer AJCC v6 and v7",National Cancer Institute (NCI),2012-12-06,2022-05-20,143.0,NIH,302,,18 Years,,False,ALL,1
NCT01291082,Whole-body Magnetische Resonantie Voor Het Opsporen Van Bot- en Weke Delenmetastasen Bij patiënten Met Een Borstcarcinoom (MetaMaRBo),UNKNOWN,,OBSERVATIONAL,Breast Cancer,Universitaire Ziekenhuizen KU Leuven,2011-02,2013-08,50.0,OTHER,1,,20 Years,80 Years,False,ALL,0
NCT06468124,Prospective Study to Correlate the Treatment Sensitivity of Patient-derived Organoids With Clinical Outcomes in Breast Cancer Patients With Brain and/or Extra-cranial Metastases,RECRUITING,,OBSERVATIONAL,Breast Neoplasms,King's College London,2025-05-27,2026-06-30,20.0,OTHER,2,False,18 Years,,False,ALL,0
NCT05385146,Effect of Chan-Chuang Qigong With Breathing Meditation on Quality of Life in Patients With Breast Cancer,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Quality of Life, Intraoperative Awareness",Ching-I Chang,2017-12-25,2021-10-22,60.0,OTHER,1,False,20 Years,,False,ALL,1
NCT02940470,Weight Loss Pilot Study in Postmenopausal Breast Cancer Survivors,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Obesity, Overweight",USDA Grand Forks Human Nutrition Research Center,2009-01,2010-08,22.0,FED,1,,44 Years,75 Years,False,FEMALE,1
NCT07038369,"A Phase 1 Study of a Selective AKT1 E17K Allosteric Inhibitor, ATV-1601, in Patients With Advanced Solid Tumors",ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,"Advanced Solid Tumors, Breast Cancer, Breast Carcinoma, Breast Neoplasms, ER Positive Breast Cancer, Cervical Cancers, Cervical Neoplasms, Cervical Carcinoma, Triple Negative Breast Cancer, Gynecologic Cancers, Gynecologic Neoplasm, Endometrial Cancer, Endometrial Neoplasm, Endometrial Carcinoma (EC), Fallopian Cancer, Ovarian Carcinoma, Ovarian Cancer, Ovarian Neoplasms, Prostate Cancers, Prostate Carcinoma, Solid Tumors, Neoplasms, Neoplasms by Site, Breast Diseases, Uterine Neoplasms, Genital Neoplasms, Female, Urogenital Neoplasms","Atavistik Bio, Inc",2025-07-29,2029-01-31,134.0,INDUSTRY,8,True,18 Years,,False,ALL,0
NCT04009941,Study on the Efficacy and Safety of 4.5mg Pegylated Recombinant Human Granulocyte Colony Stimulating Factor Per Cycle in Preventing Neutropenia After Intensive Chemotherapy for Breast Cancer,COMPLETED,PHASE4,INTERVENTIONAL,"Breast Cancer, Neutropenia",Peking University,2019-08-01,2020-01-31,104.0,OTHER,1,False,18 Years,65 Years,False,FEMALE,0
NCT01114256,FNA Tumor Sampling for CD137 Modulation: A Pilot Study,TERMINATED,,OBSERVATIONAL,"Head and Neck Cancer, Breast Cancer, Head and Neck Cancers, Non-Hodgkin Lymphoma, Colorectal Adenocarcinoma",Stanford University,2010-03,2016-01,83.0,OTHER,1,,21 Years,,False,ALL,0
NCT04249622,Phase II Trial of Rifaximin in Patients With Early Stage HER2 Positive Breast Cancer With Gastrointestinal Toxicities Related to Pertuzumab-Based Therapy,TERMINATED,PHASE2,INTERVENTIONAL,"Anatomic Stage I Breast Cancer AJCC v8, Anatomic Stage IA Breast Cancer AJCC v8, Anatomic Stage IB Breast Cancer AJCC v8, Anatomic Stage II Breast Cancer AJCC v8, Anatomic Stage IIA Breast Cancer AJCC v8, Anatomic Stage IIB Breast Cancer AJCC v8, Anatomic Stage III Breast Cancer AJCC v8, Anatomic Stage IIIA Breast Cancer AJCC v8, Anatomic Stage IIIB Breast Cancer AJCC v8, Anatomic Stage IIIC Breast Cancer AJCC v8, HER2 Positive Breast Carcinoma, Prognostic Stage I Breast Cancer AJCC v8, Prognostic Stage IA Breast Cancer AJCC v8, Prognostic Stage IB Breast Cancer AJCC v8, Prognostic Stage II Breast Cancer AJCC v8, Prognostic Stage IIA Breast Cancer AJCC v8, Prognostic Stage IIB Breast Cancer AJCC v8, Prognostic Stage III Breast Cancer AJCC v8, Prognostic Stage IIIA Breast Cancer AJCC v8, Prognostic Stage IIIB Breast Cancer AJCC v8, Prognostic Stage IIIC Breast Cancer AJCC v8",Mayo Clinic,2020-09-18,2022-12-27,20.0,OTHER,1,True,18 Years,,False,ALL,0
NCT00473122,Delayed-Immediate Breast Reconstruction,COMPLETED,PHASE2,INTERVENTIONAL,Breast Cancer,M.D. Anderson Cancer Center,2005-04,2015-08,200.0,OTHER,1,,,,False,FEMALE,1
NCT01963572,A Continuing Cancer Service Model Emphasizing on Functional Restoration: Model for Breast Cancer,UNKNOWN,NA,INTERVENTIONAL,"Breast Cancer, Quality of Life",National Taiwan University Hospital,2013-08,2015-07,300.0,OTHER,1,,20 Years,80 Years,True,FEMALE,1
NCT03505372,Role of Contrast Enhanced Spectral Mammography to Predict Upgrade Rates of Biopsy Proven Atypical Ductal Hyperplasia,TERMINATED,NA,INTERVENTIONAL,Atypical Ductal Hyperplasia,Dana-Farber Cancer Institute,2018-05-10,2019-06-28,5.0,OTHER,1,False,30 Years,,False,FEMALE,1
NCT05076682,Reverse Triple Negative Immune Resistant Breast Cancer,RECRUITING,PHASE2,INTERVENTIONAL,Triple-negative Breast Cancer,Fudan University,2022-06-30,2027-03-31,80.0,OTHER,1,False,18 Years,70 Years,False,FEMALE,0
NCT03969524,Superadded Value of Functional MRI Techniques in Evaluation of Malignant Breast Cancers Following Clips Guided Neoadjuvant Chemotherapeutic Series,UNKNOWN,,OBSERVATIONAL,Breast Cancer Patients,Assiut University,2019-06-15,2023-12-30,50.0,OTHER,1,False,,,False,ALL,0
NCT04879680,Indocyanine Green Fluorescence-guided Sentinel Node Biopsy in Breast Cancer Within a North African Population: a Retrospective Study,COMPLETED,,OBSERVATIONAL,"Breast Cancer, Sentinel Lymph Node","Faculty of Medicine, Sousse",2016-04,2021-04,47.0,OTHER,0,False,20 Years,,False,FEMALE,0
NCT03265379,Improving Quality of Life for Patients With Breast Cancer Invading the Chest Wall: A Prospective Registry For Patients Undergoing Full Thickness Chest Wall Resection,RECRUITING,,OBSERVATIONAL,Breast Cancer,"University Health Network, Toronto",2017-08-22,2030-08-22,104.0,OTHER,1,False,18 Years,,False,ALL,0
NCT02605486,Phase I/II Trial of Palbociclib in Combination With Bicalutamide for the Treatment of AR(+) Metastatic Breast Cancer (MBC),ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2",INTERVENTIONAL,Metastatic Breast Cancer (MBC),Memorial Sloan Kettering Cancer Center,2015-11-11,2026-11,46.0,OTHER,5,,18 Years,,False,FEMALE,1
NCT04623554,Neo-train: Pre-operative Exercise During Neoadjuvant Chemotherapy in Patients With Breast Cancer - a Randomized Controlled Trial,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,Breast Cancer,Zealand University Hospital,2021-06-23,2034-02-15,102.0,OTHER,1,False,18 Years,,False,FEMALE,4
NCT00960154,"A Prospective, Randomized, Controlled Study to Evaluate Use of the PEAK PlasmaBladeTM 4.0 in Breast Lumpectomy",TERMINATED,NA,INTERVENTIONAL,Breast Cancer,Medtronic Surgical Technologies,2009-07,2012-02,50.0,INDUSTRY,2,,18 Years,90 Years,False,FEMALE,0
NCT04235556,Integrated Management of Care Pathway in Oncology. Impact on the Delay of Therapeutic Management and the Satisfaction of Patients and Carers,UNKNOWN,,OBSERVATIONAL,"Colon Cancer, Gastric Cancer, Pancreatic Cancer, Thoracic Neoplasms, Breast Cancer, Ovarian Cancer, Bladder Cancer, Prostate Cancer",Assistance Publique - Hôpitaux de Paris,2020-02-21,2022-12-31,1800.0,OTHER,1,False,18 Years,80 Years,False,ALL,1
NCT00908531,Randomized Trial of Endocrine Therapy Against Locoregional Therapy First. A DBCG Trial in Postmenopausal Patients With Operable Hormone Receptor Positive Tumors Larger Than 2 cm.,TERMINATED,PHASE3,INTERVENTIONAL,Operable Breast Neoplasms,Danish Breast Cancer Cooperative Group,2009-05,2013-12-01,123.0,OTHER,9,,60 Years,,False,FEMALE,3
NCT00897702,Molecular Mechanisms of Clinical Resistance to Targeted Therapy Among Patients With Breast Cancer,COMPLETED,,OBSERVATIONAL,Breast Cancer,Memorial Sloan Kettering Cancer Center,2007-01-09,2026-01-23,269.0,OTHER,7,,,,False,ALL,1
NCT07132502,Treatment Intermittent Periods Based on ctDNA-MRD Status in Advanced HER2-Positive Breast Cancer: A Non-Interventional Exploratory Study,NOT_YET_RECRUITING,,OBSERVATIONAL,Breast Cancer,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",2025-08-25,2027-07-15,24.0,OTHER,0,,18 Years,,False,FEMALE,0
NCT07649902,The Effect of Artificial Intelligence-Powered Digital Education Based on the Neuman Systems Model on Radiodermatitis Severity and Quality of Life in Breast Cancer Patients,NOT_YET_RECRUITING,NA,INTERVENTIONAL,"Breast Cancer, Radiodermatitis",Ataturk University,2026-08-01,2027-07-01,38.0,OTHER,0,False,18 Years,,False,FEMALE,0
NCT04584853,PreOperative Endocrine Therapy for Individualised Care With Abemaciclib,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,Breast Cancer Female,"Institute of Cancer Research, United Kingdom",2020-12-23,2030-10,123.0,OTHER,62,True,18 Years,,False,FEMALE,0
NCT03903224,Effect of Combined Modified Pectoralis and Transversus Plane Blocks Versus Erector Spinae Block on Postoperative Analgesia Following Modified Radical Mastectomy,COMPLETED,NA,INTERVENTIONAL,"Breast Cancer, Acute Postoperative Pain",Assiut University,2021-02-08,2023-11-01,60.0,OTHER,1,False,18 Years,60 Years,False,FEMALE,0
NCT05999396,"First in Human Clinical Trial to Evaluate the Safety, Tolerability and Preliminary Efficacy of the Bispecific CD276xCD3 Antibody CC-3 in Patients With Colorectal Cancer",RECRUITING,PHASE1,INTERVENTIONAL,"Colorectal Cancer, Breast Carcinoma, Sarcoma, Penile Carcinoma",German Cancer Research Center,2024-01-12,2027-03-31,89.0,OTHER,1,False,18 Years,,False,ALL,0
NCT05491694,To Evaluate the Efficacy and Safety of Toripalimab Combined With Chemotherapy (Epirubicin + Cyclophosphamide → Nab-paclitaxel + Carboplatin) in the Neoadjuvant Treatment of Triple-negative Breast Cancer After High-intensity Focused Ultrasound (HIFU) Induction,UNKNOWN,PHASE2,INTERVENTIONAL,"Breast Cancer, TNBC - Triple-Negative Breast Cancer",The First Affiliated Hospital with Nanjing Medical University,2022-09-01,2024-12-30,20.0,OTHER,0,False,18 Years,,False,FEMALE,0
NCT04836156,Neoadjuvant Therapy Study Guided by Drug Screening in Vitro Patient-derived Tumor-like Cell Clusters for Human Epidermal Growth Factor Receptor 2 (HER2) Negative Early Breast Cancer Patients,RECRUITING,"PHASE1, PHASE2",INTERVENTIONAL,HER2-negative Early Breast Cancer,Peking University People's Hospital,2021-04-02,2026-12-31,46.0,OTHER,1,False,18 Years,75 Years,False,FEMALE,0
NCT06125522,"TACTIVE-U: AN INTERVENTIONAL SAFETY AND EFFICACY PHASE 1B/2, OPEN-LABEL UMBRELLA STUDY TO INVESTIGATE TOLERABILITY, PK, AND ANTITUMOR ACTIVITY OF VEPDEGESTRANT (ARV-471/PF-07850327), AN ORAL PROTEOLYSIS TARGETING CHIMERA, IN COMBINATION WITH OTHER ANTICANCER TREATMENTS IN PARTICIPANTS AGED 18 AND OLDER WITH ER+ ADVANCED OR METASTATIC BREAST CANCER, SUB-STUDY C (ARV-471 IN COMBINATION WITH SAMURACICLIB)",ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2",INTERVENTIONAL,Breast Cancer,Pfizer,2024-01-10,2026-12-31,11.0,INDUSTRY,21,True,18 Years,,False,ALL,2
NCT07647029,A Clinical Study on Prophylactic RespOnse To hEtrombopag for Secondary Prevention in Anti-Cancer Therapy-induced Thrombocytopeniae,NOT_YET_RECRUITING,PHASE2,INTERVENTIONAL,Breast Cancer Patients at High Risk of Chemotherapy-induced Thrombocytopenia (CTIT),Fudan University,2026-05-28,2028-03-31,126.0,OTHER,0,False,18 Years,,False,ALL,0
NCT07589972,"A Multicenter, Prospective Clinical Study of Neoadjuvant Therapy With Trastuzumab Plus Pertuzumab Combined With Metronomic Vinorelbine Chemotherapy in Elderly Patients With Early-Stage HER2-Positive Breast Cancer",NOT_YET_RECRUITING,NA,INTERVENTIONAL,Neoadjuvant Therapy in Elderly HER2-Positive Breast Cancer,Tianjin Medical University Cancer Institute and Hospital,2026-04-20,2028-12-31,45.0,OTHER,0,False,70 Years,,False,ALL,0
NCT02019277,"An Open-label, Multicentre, Phase IIIb Study With Intravenous Administration of Pertuzumab, Subcutaneous Trastuzumab, and a Taxane in Patients With HER2-positive Metastatic Breast Cancer",COMPLETED,PHASE3,INTERVENTIONAL,Breast Cancer,Hoffmann-La Roche,2013-12-05,2016-11-04,50.0,INDUSTRY,13,,18 Years,,False,ALL,0
NCT03501979,A Phase II Non-randomized Study to Assess the Safety and Efficacy of the Combination of Tucatinib and Trastuzumab and Capecitabine for Treatment of Leptomeningeal Metastases in HER2 Positive Breast Cancer,TERMINATED,PHASE2,INTERVENTIONAL,"Metastatic Breast Cancer, Leptomeningeal Disease",University of Alabama at Birmingham,2019-02-20,2021-06-22,17.0,OTHER,9,True,18 Years,,False,ALL,10
NCT00897962,Serum Glycan Analysis in Breast Cancer,COMPLETED,,OBSERVATIONAL,Breast Cancer,"University of California, Davis",2006-09,2016-01-12,163.0,OTHER,1,,18 Years,,True,FEMALE,0
NCT01349842,CirCe01 Study: Evaluation of the Use of Circulating Tumour Cells to Guide Chemotherapy From the 3rd Line of Chemotherapy for Metastatic Breast Cancer,COMPLETED,PHASE3,INTERVENTIONAL,Breast Cancer Ductal Infiltrating Metastatic,Institut Curie,2010-03-02,2018-11-06,265.0,OTHER,7,,18 Years,,False,FEMALE,0
NCT02767986,Where Culture Meets Genetics: Exploring Latinas' Causal Attributions of Breast and Colon Cancer and Mental Models of Disease Inheritance,COMPLETED,,OBSERVATIONAL,"Colon Cancer, Breast Cancer",National Human Genome Research Institute (NHGRI),2016-05-10,2017-02-02,22.0,NIH,1,False,18 Years,75 Years,False,FEMALE,0
NCT01984866,Complete Pathological Response Prediction After Neoadjuvant Treatment Using Excisional Biopsy By Radiofrequency In Breast Cancer From II-III UICC Stages.,TERMINATED,,OBSERVATIONAL,"Triple Negative, HER2+, Luminal B Breast Tumors (Stages II-III)in Female Patients",Hospital General Universitario Gregorio Marañon,2013-07,2018-08,13.0,OTHER,1,,18 Years,75 Years,False,FEMALE,0
NCT03712956,CAELYX® as Adjuvant Treatment in Early Stage Luminal B Breast Cancer: a Feasibility Phase II Trial,UNKNOWN,PHASE2,INTERVENTIONAL,Breast Cancer,European Institute of Oncology,2016-03-25,2023-12-31,63.0,OTHER,1,False,18 Years,70 Years,False,FEMALE,1
NCT05234502,Effects of Ketogenic Diet on Metabolism and Polyneuropathy in Overweight and Obese Women With Breast Cancer,UNKNOWN,NA,INTERVENTIONAL,Breast Cancer Female,Necmettin Erbakan University,2022-01-30,2025-01-30,56.0,OTHER,0,False,19 Years,64 Years,False,FEMALE,0
NCT02044302,A Prospective Randomized Double Blind Trial to Reduce Post-Operative Pain in Implant Based Breast Reconstruction,TERMINATED,PHASE2,INTERVENTIONAL,Post-operative Pain,Yale University,2014-04,2016-01,2.0,OTHER,1,,18 Years,,False,FEMALE,0
NCT03330561,"A Phase 1, Open-Label, Dose Escalation Study of PRS-343 in Patients With HER2-Positive Advanced or Metastatic Solid Tumors",COMPLETED,PHASE1,INTERVENTIONAL,"HER2-positive Breast Cancer, HER2-positive Gastric Cancer, HER2-positive Bladder Cancer, HER2-positive Solid Tumor","Pieris Pharmaceuticals, Inc.",2017-09-13,2023-12-01,85.0,INDUSTRY,10,True,18 Years,,False,ALL,0
NCT00035841,Phase 2 Study of TLK286 in Metastatic Breast Cancer,COMPLETED,PHASE2,INTERVENTIONAL,Breast Neoplasms,Telik,2002-04,2004-07,60.0,INDUSTRY,3,,18 Years,,False,ALL,0
NCT07635654,Disease Extent in Stage IV Lobular Carcinoma: the Aid of Imaging and Liquid Biopsy Analyses,NOT_YET_RECRUITING,NA,INTERVENTIONAL,Invasive Lobular Breast Carcinoma,KU Leuven,2026-07-01,2030-06-30,43.0,OTHER,0,False,18 Years,,False,ALL,1
NCT07191405,"The Efficacy and Safety of Chemotherapy and Immune Therapy Combined With Lactobacillus Johnsonii in Patients With Metastatic or Locally Advanced Unresectable or Recurrent EGFR/ALK Wild-type Adenocarcinoma Non-small Cell Lung Cancer (NSCLC), PD-L1 Positive (CPS≥1) Triple-negative Breast Cancer (TNBC) and HER2-negative Gastric or Gastro-oesophageal Junction Adenocarcinoma: a Multicenter, Randomized, Double-blind, Clinical Trial.",NOT_YET_RECRUITING,NA,INTERVENTIONAL,"Immunotherapy, Chemotherapy","Second Affiliated Hospital, School of Medicine, Zhejiang University",2025-09-18,2026-12-31,156.0,OTHER,0,False,18 Years,75 Years,False,ALL,0
NCT02365805,"Randomized Open-label, Multicentric, Phase II Clinical Trial to Evaluate the Efficacy of a Neoadjuvant Chemotherapy Scheme Customized by Levels of BRCA1 in Women With Primary HER2 Negative Breast Cancer (The BERNAQ Clinical Trial)",COMPLETED,PHASE2,INTERVENTIONAL,Breast Cancer,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,2014-04,2016-10-10,30.0,OTHER,7,,18 Years,,False,FEMALE,0
NCT03898453,EMDR Psychotherapy of Anxious-depressive Symptoms for Women That Present an Invasive Breast Cancer : a Randomised Controlled Trial,COMPLETED,NA,INTERVENTIONAL,Breast Cancer Female,Centre Hospitalier Régional Metz-Thionville,2019-03-11,2023-09-24,64.0,OTHER,1,False,18 Years,,False,FEMALE,2
NCT05056077,Optimizing Intervention Tools to Improve Nutrition and Physical Activity for Cancer Survivors (Tools To Be Fit),ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,"Bladder Cancer, Breast Cancer, Colon Cancer, Endometrial Cancer, Ovarian Cancer, Rectal Cancer, Prostate Cancer, Renal Cell Carcinoma, Kidney Cancer","University of California, San Francisco",2021-10-21,2027-04-30,353.0,OTHER,1,False,18 Years,,False,ALL,5
